Order,Family,Genus,Species,Binomial,Region,Distribution,Distribution Notes,Traits table filled by,Suggested expert,Elton Plant_Others,body_mass,data_source_body_mass,comment_body_mass,gut_type,data_source_gut_type,comments_gut_type,group_size_summer,data_source_group_size_summer,comments_group_size_summer,group_size_winter,data_source_group_size_winter,comment_group_size_winter,Litter_clutch_size,data_source_litter_clutch_size,comment_litter_clutch_size,Population_dynamics,data_source_population_dynamics,comment_population_dynamics,Habitat_type,data_source_habitat_type,comment_habitat_type,Belowground_feeding,data_source_belowground_feeding,comment_below_ground_feeding,Mobility,data_source_mobility,comment_mobility,Human_managed,data_source_human_managed,comment_human_managed,Diet_type,data_source_diet_type,comment_diet_type,diet_item_forb,data_source_diet_item_forb,comment_diet_item_forb,diet_item_graminoid,data_source_diet_item_graminoid,comment_diet_item_graminoid,diet_item_shrub,data_source_diet_item_shrub,comment_diet_item_shrub,diet_item_moss,data_source_diet_item_moss,comment_diet_item_moss,diet_item_lichen,data_source_diet_item_lichen,comment_diet_item_lichen,wintering_strategy,data_source_wintering_strategy,comment_wintering_strategy,Use_of_vegetation,data_source_use_of_vegetation,comment_use_of_vegetation
Rodentia,Cricetidae,Microtus,arvalis,Microtus arvalis,Palaearctic,Russia-South,,Jesus Adrian Chimal,,80,28.00,EltonTraits,,hindgut_fermenter,assumed,,family_group,Handbook of the mammals of the world,males solitary/females family groups,family_group,Handbook of the mammals of the world,males solitary,6.8,Handbook of the mammals of the world,highest average veries GREATLY,,,,terrestrial,Handbook of the mammals of the world,,burrowing,Handbook of the mammals of the world,mentioned root eating ,no,Handbook of the mammals of the world,,,,,obligatory_generalist,Handbook of the mammals of the world,,3,Handbook of the mammals of the world,,3,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,0,,,2,Handbook of the mammals of the world,,active_above_snow,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Cricetidae,Microtus,chrotorrhinus,Microtus chrotorrhinus,North America,East,,Eeva Soininen,,80,39.00,EltonTraits,,hindgut_fermenter,expert (3),assumed as small rodent,solitary,,,solitary,,,3.58,PanTHERIA,,noncyclic,expert (1),found no data source where it would be descxribed cyclic. But little long term population surveys exist?,terrestrial,,,burrowing,expert (1),assumed,no,expert (3),assumed based on general small rodent ecology,none,,,obligatory_generalist,"Kirkland, G. L., & Jannett, F. J. (1982). Microtus chrotorrhinus. Mammalian species, (18",,2,"Kirkland, G. L., & Jannett, F. J. (1982). Microtus chrotorrhinus. Mammalian species, (18",,1,"Kirkland, G. L., & Jannett, F. J. (1982). Microtus chrotorrhinus. Mammalian species, (18",,2,"Kirkland, G. L., & Jannett, F. J. (1982). Microtus chrotorrhinus. Mammalian species, (18",,1,"Kirkland, G. L., & Jannett, F. J. (1982). Microtus chrotorrhinus. Mammalian species, (18",,0,"Kirkland, G. L., & Jannett, F. J. (1982). Microtus chrotorrhinus. Mammalian species, (18",,active_below_snow,"Cassola, F. 2016. Microtus chrotorrhinus. (errata version published in 2017) The IUCN Red List of Threatened Species 2016: e.T42626A115196387. Downloaded on 22 September 2017.",,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Cricetidae,Microtus,evoronensis,Microtus evoronensis,Palaearctic,Russia-East,NO DATA IN HANDBOOK,Jesus Adrian Chimal,,80,41.42,EltonTraits,,hindgut_fermenter,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,solitary,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,family_group,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,3.89,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,cyclic_noncyclic,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,terrestrial,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,burrowing,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,no,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,,,,obligatory_generalist,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,2,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,2,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,2,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,1,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,1,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,active_below_snow,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,ground_vegetation,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",
Rodentia,Cricetidae,Microtus,fortis,Microtus fortis,Palaearctic,Russia-East,,Jesus Adrian Chimal,,80,63.00,EltonTraits,,hindgut_fermenter,assumed,,solitary,"Smith, A. T., Xie, Y., Hoffmann, R. S., Lunde, D., MacKinnon, J., Wilson, D. E., . . . Gemma, F. (2010). A guide to the mammals of China: Princeton University Press.",,solitary,"Smith, A. T., Xie, Y., Hoffmann, R. S., Lunde, D., MacKinnon, J., Wilson, D. E., . . . Gemma, F. (2010). A guide to the mammals of China: Princeton University Press.",,5.34,PanTHERIA,,cyclic_noncyclic,https://www.iucnredlist.org/species/13430/115112605#population,,limnic,https://www.iucnredlist.org/species/13430/115112605#population,,burrowing,"Smith, A. T., Xie, Y., Hoffmann, R. S., Lunde, D., MacKinnon, J., Wilson, D. E., . . . Gemma, F. (2010). A guide to the mammals of China: Princeton University Press.",,no,"Smith, A. T., Xie, Y., Hoffmann, R. S., Lunde, D., MacKinnon, J., Wilson, D. E., . . . Gemma, F. (2010). A guide to the mammals of China: Princeton University Press.",,,,,facultative_generalist,"Smith, A. T., Xie, Y., Hoffmann, R. S., Lunde, D., MacKinnon, J., Wilson, D. E., . . . Gemma, F. (2010). A guide to the mammals of China: Princeton University Press.",,1,"Smith, A. T., Xie, Y., Hoffmann, R. S., Lunde, D., MacKinnon, J., Wilson, D. E., . . . Gemma, F. (2010). A guide to the mammals of China: Princeton University Press.",,3,"Smith, A. T., Xie, Y., Hoffmann, R. S., Lunde, D., MacKinnon, J., Wilson, D. E., . . . Gemma, F. (2010). A guide to the mammals of China: Princeton University Press.",,1,"Smith, A. T., Xie, Y., Hoffmann, R. S., Lunde, D., MacKinnon, J., Wilson, D. E., . . . Gemma, F. (2010). A guide to the mammals of China: Princeton University Press.",,0,"Smith, A. T., Xie, Y., Hoffmann, R. S., Lunde, D., MacKinnon, J., Wilson, D. E., . . . Gemma, F. (2010). A guide to the mammals of China: Princeton University Press.",,0,"Smith, A. T., Xie, Y., Hoffmann, R. S., Lunde, D., MacKinnon, J., Wilson, D. E., . . . Gemma, F. (2010). A guide to the mammals of China: Princeton University Press.",,active_below_snow,"Smith, A. T., Xie, Y., Hoffmann, R. S., Lunde, D., MacKinnon, J., Wilson, D. E., . . . Gemma, F. (2010). A guide to the mammals of China: Princeton University Press.",,ground_vegetation,"Smith, A. T., Xie, Y., Hoffmann, R. S., Lunde, D., MacKinnon, J., Wilson, D. E., . . . Gemma, F. (2010). A guide to the mammals of China: Princeton University Press.",
Rodentia,Cricetidae,Microtus,gregalis,Microtus gregalis,Palaearctic,Russia,,Natasha Sokolova,,80,47.50,EltonTraits,,hindgut_fermenter,"Kopein, 1958",,family_group,"Dunaeva, 1948; Malkova et al, 2004; Zadubrovskaya, 2011; Zadubrovsky, 2013",originally recorded here solitary or family group,solitary,"Dunaeva, 1948",originally recorded solitary or family group,9,"Kopein, 1959",,cyclic,"Sokolova et al, 2014",,terrestrial,"Dunaeva, 1948; Sokolova, 2004; Sokolova et al, 2014",,burrowing,"Dunaeva, 1948; Palchekh et al, 2003",,no,"Palchekh, 2003",800m in steppe zone,none,,,obligatory_generalist,"Kopein, 1959",,3,"Kopein, 1959",,3,"Kopein, 1959",,2,"Kopein, 1959",,0,"Kopein, 1959",,0,"Kopein, 1959",,active_below_snow,"Dunaeva, 1948",,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Muridae,Microtus,hyperboreus,Microtus hyperboreus,Palaearctic,Russia,,Nicolas Lecomte,,,36.00,"Haring, E. et al. (2011) ",based on closed species,hindgut_fermenter,"Schwartz, Pyastolova,1971",,solitary,"Dunaeva, 1948",,solitary,"Dunaeva, 1948",originally recorded solitary or family group,5.49,PanTHERIA,,cyclic,"Sokolova et al, 2014",,terrestrial,"Dunaeva, 1948; Sokolova, 2004; Sokolova et al, 2014",,burrowing,"Dunaeva, 1948; Schwartz, Pyastolova,1971",,no,expert (3),assumed based on general small rodent ecology,none,,,facultative_generalist,"Dunaeva, Kucheruk, 1941",,2,"Dunaeva, Kucheruk, 1941b",,3,"Dunaeva, Kucheruk, 1941b",,2,"Dunaeva, Kucheruk, 1941b",,0,"Dunaeva, Kucheruk, 1941b",,0,"Dunaeva, Kucheruk, 1941b",,active_below_snow,"Dunaeva, 1948",,ground_vegetation,,
Rodentia,Cricetidae,Microtus,levis,Microtus levis,Palaearctic,Finland and Russia,,Katrine Hoset,,80,35.49,EltonTraits,"F: 24.6, M: 31.2 35.49",hindgut_fermenter,,,solitary,"Korpimäki 1992, Koivunen et al. 1996",solitary or family_group,solitary,"Korpimäki 1992, Koivunen et al. 1996",solitary or family_group,5.2,Norrdahl and Korpimäki 1993,,cyclic,"Huitu et al. 2004, Korpimäki et al. 2005",,terrestrial,,,burrowing,expert (1),assumed,no,expert (3),,none,,,obligatory_generalist,Okulova et al. 2015,,3,Okulova et al. 2015,,3,Okulova et al. 2015,,0,Okulova et al. 2015,,0,Okulova et al. 2015,,0,Okulova et al. 2015,,active_below_snow,,,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Cricetidae,Microtus,longicaudus,Microtus longicaudus,North America,Western,,Eeva Soininen,,80,46.71,EltonTraits,,hindgut_fermenter,expert (3),assumed as small rodent,solitary,"Smolen, M. J., & Keller, B. L. (1987). Microtus longicaudus. Mammalian Species, (271), 1-7.",nothing else mentioned,solitary,"Smolen, M. J., & Keller, B. L. (1987). Microtus longicaudus. Mammalian Species, (271), 1-7.",nothing else mentioned,4.73,PanTHERIA,,cyclic,expert (2),,terrestrial,"Cassola, F. 2016. Microtus longicaudus. (errata version published in 2017) The IUCN Red List of Threatened Species 2016: e.T42627A115196586. http://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T42627A22348744.en. Downloaded on 21 September 2017.",,burrowing,expert (1),,no,expert (3),assumed based on general small rodent ecology,none,,,obligatory_generalist,"Smolen, M. J., & Keller, B. L. (1987). Microtus longicaudus. Mammalian Species, (271), 1-7.",,2,"Smolen, M. J., & Keller, B. L. (1987). Microtus longicaudus. Mammalian Species, (271), 1-7.",,1,"Smolen, M. J., & Keller, B. L. (1987). Microtus longicaudus. Mammalian Species, (271), 1-7.",,1,"Smolen, M. J., & Keller, B. L. (1987). Microtus longicaudus. Mammalian Species, (271), 1-7.",,0,"Smolen, M. J., & Keller, B. L. (1987). Microtus longicaudus. Mammalian Species, (271), 1-7.",,0,"Smolen, M. J., & Keller, B. L. (1987). Microtus longicaudus. Mammalian Species, (271), 1-7.",,active_below_snow,"Cassola, F. 2016. Microtus longicaudus. (errata version published in 2017) The IUCN Red List of Threatened Species 2016: e.T42627A115196586. http://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T42627A22348744.en. Downloaded on 21 September 2017.",assumed based on general small rodent ecology,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Cricetidae,Microtus,maximowiczii,Microtus maximowiczii,Palaearctic,Russia-East,NO DATA IN HANDBOOK,Jesus Adrian Chimal,,80,41.49,EltonTraits,,hindgut_fermenter,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,solitary,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,family_group,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,6.8,PanTHERIA,,cyclic,https://www.iucnredlist.org/species/13445/115113408#population,,terrestrial,https://www.iucnredlist.org/species/13445/115113408#population,,burrowing,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,no,assumed,,,,,obligatory_generalist,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,2,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,2,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,2,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,1,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,1,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,active_below_snow,assumed due to microtus generally doing this,,ground_vegetation,"assumed, land rodent",
Rodentia,Cricetidae,Microtus,middendorffii,Microtus middendorffii,Palaearctic,Russia-N,,Natasha Sokolova,,80,36.49,EltonTraits,,hindgut_fermenter,"Schwartz, Pyastolova,1971",,solitary,"Dunaeva, 1948",,solitary,"Dunaeva, 1948",originally recorded solitary or family group,5.49,PanTHERIA,,cyclic,"Sokolova et al, 2014",,terrestrial,"Dunaeva, 1948; Sokolova, 2004; Sokolova et al, 2014",,burrowing,"Dunaeva, 1948; Schwartz, Pyastolova,1971",,no,expert (3),,none,,,facultative_generalist,"Dunaeva, Kucheruk, 1941",,2,"Dunaeva, Kucheruk, 1941b",,3,"Dunaeva, Kucheruk, 1941b",,2,"Dunaeva, Kucheruk, 1941b",,0,"Dunaeva, Kucheruk, 1941b",,0,"Dunaeva, Kucheruk, 1941b",,active_below_snow,"Dunaeva, 1948",,ground_vegetation, Handbook of the mammals of the world,
Rodentia,Cricetidae,Microtus,miurus,Microtus miurus,North America,Western,,Eeva Soininen,,80,41.00,EltonTraits,,hindgut_fermenter,,,solitary,"Batzli, G. O., & Henttonen, H. (1993). Home range and social organization of the singing vole (Microtus miurus). Journal of Mammalogy, 74(4), 868-878.",,family_group,"Cole, F. R., & Wilson, D. E. (2010). Microtus miurus (Rodentia: Cricetidae). Mammalian Species, 42(1), 75-89.","probably, but not certain",3.89,PanTHERIA,,cyclic_noncyclic,"Cole, F. R., & Wilson, D. E. (2010). Microtus miurus (Rodentia: Cricetidae). Mammalian Species, 42(1), 75-89.",,terrestrial,"Cole, F. R., & Wilson, D. E. (2010). Microtus miurus (Rodentia: Cricetidae). Mammalian Species, 42(1), 75-89.",,burrowing,"Cole, F. R., & Wilson, D. E. (2010). Microtus miurus (Rodentia: Cricetidae). Mammalian Species, 42(1), 75-89.",,no,expert (3),assumed based on general small rodent ecology,none,,,obligatory_generalist,"Cole, F. R., & Wilson, D. E. (2010). Microtus miurus (Rodentia: Cricetidae). Mammalian Species, 42(1), 75-89.",,2,"Cole, F. R., & Wilson, D. E. (2010). Microtus miurus (Rodentia: Cricetidae). Mammalian Species, 42(1), 75-89.",,2,"Cole, F. R., & Wilson, D. E. (2010). Microtus miurus (Rodentia: Cricetidae). Mammalian Species, 42(1), 75-89.",,2,"Cole, F. R., & Wilson, D. E. (2010). Microtus miurus (Rodentia: Cricetidae). Mammalian Species, 42(1), 75-89.",,1,"Cole, F. R., & Wilson, D. E. (2010). Microtus miurus (Rodentia: Cricetidae). Mammalian Species, 42(1), 75-89.",,1,"Cole, F. R., & Wilson, D. E. (2010). Microtus miurus (Rodentia: Cricetidae). Mammalian Species, 42(1), 75-89. Baltensperger, A. P., Huettmann, F., Hagelin, J. C., & Welker, J. M. (2015). Quantifying trophic niche spaces of small mammals using stable isotopes (δ15N and δ13C) at two scales across Alaska. Canadian Journal of Zoology, 93(7), 579-588.",,active_below_snow,"Cole, F. R., & Wilson, D. E. (2010). Microtus miurus (Rodentia: Cricetidae). Mammalian Species, 42(1), 75-89.",,ground_vegetation, Handbook of the mammals of the world,
Rodentia,Cricetidae,Microtus,mongolicus,Microtus mongolicus,Palaearctic,Mongolia,,Jesus Adrian Chimal,,80,27.50,EltonTraits,,hindgut_fermenter,assumed,,solitary,"Dontsova, P. S., Smorkatcheva, A., & Bazhenov, Y. (2016). Spacing and parental behavior in the Mongolian vole (Microtus mongolicus). Russ. J. Theriol., 15(2), 121-132. doi:10.15298/rusjtheriol.15.2.05",,solitary,"Dontsova, P. S., Smorkatcheva, A., & Bazhenov, Y. (2016). Spacing and parental behavior in the Mongolian vole (Microtus mongolicus). Russ. J. Theriol., 15(2), 121-132. doi:10.15298/rusjtheriol.15.2.05",,6.8,Assumed due to M. mongolicus previously thought to be a subespecies of M. arvalis,,cyclic,https://www.iucnredlist.org/species/13445/115113408#population,,terrestrial,https://www.iucnredlist.org/species/13445/115113408#population,,burrowing,"Dontsova, P. S., Smorkatcheva, A., & Bazhenov, Y. (2016). Spacing and parental behavior in the Mongolian vole (Microtus mongolicus). Russ. J. Theriol., 15(2), 121-132. doi:10.15298/rusjtheriol.15.2.05",,no,https://www.iucnredlist.org/species/13445/115113408#population,,,,,obligatory_generalist,https://www.ncbi.nlm.nih.gov/books/NBK231923/,,2,https://www.ncbi.nlm.nih.gov/books/NBK231923/,,3,https://www.ncbi.nlm.nih.gov/books/NBK231923/,,0,https://www.ncbi.nlm.nih.gov/books/NBK231923/,,0,https://www.ncbi.nlm.nih.gov/books/NBK231923/,,0,https://www.ncbi.nlm.nih.gov/books/NBK231923/,,active_below_snow,https://www.iucnredlist.org/species/13445/115113408#habitat-ecology,,ground_vegetation,https://www.iucnredlist.org/species/13445/115113408#habitat-ecology,
Rodentia,Cricetidae,Microtus,mujanensis,Microtus mujanensis,Palaearctic,Russia-Narrow,NDIH,Jesus Adrian Chimal,,80,41.55,EltonTraits,,hindgut_fermenter,,,solitary,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,solitary,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,3.89,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,cyclic_noncyclic,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,terrestrial,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,burrowing,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,no,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,,,,obligatory_generalist,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,2,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,2,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,2,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,1,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,1,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,active_below_snow,"extrapolated from Microtus miurus, due to close phylogeny, ismilarity of size and geographic range",,,,
Rodentia,Cricetidae,Microtus,ochrogaster,Microtus ochrogaster,North America,Central,,Jesus Adrian Chimal,,80,38.01,EltonTraits,,hindgut_fermenter,assumed,,solitary,not mentioned but possibly,,solitary,not mentioned but possibly,,3.87,PanTHERIA,,cyclic,Handbook of the mammals of the world,mentioned cyclic populations (apparently random),terrestrial,Handbook of the mammals of the world,,burrowing,Handbook of the mammals of the world,,no,Handbook of the mammals of the world,,,,,facultative_generalist,Handbook of the mammals of the world,,3,Handbook of the mammals of the world,,3,Handbook of the mammals of the world,,2,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,0, Handbook of the mammals of the world,,active_above_snow,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Cricetidae,Microtus,oeconomus,Microtus oeconomus,Biome,,,Eeva Soininen,,80,34.38,EltonTraits,,hindgut_fermenter,expert (3),,solitary,Andreassen et al 1999,,solitary,expert (2),,5.62,PanTHERIA,,cyclic,expert (2),Good review reference covering several populations? It is possible that tehre are some non-cyclic populations?,terrestrial,expert (3),,burrowing,expert (3),,no,expert (3),,none,expert (3),,obligatory_generalist,Soininen 2012 and references therein,reviewed in the introduction,1,Soininen 2012 and references therein,reviewed in the introduction,3,Soininen 2012 and references therein,reviewed in the introduction,2,Soininen 2012 and references therein,reviewed in the introduction,1,"Soininen 2012 and references therein, ",reviewed in the introduction,1,"Baltensperger, A. P., Huettmann, F., Hagelin, J. C., & Welker, J. M. (2015). Quantifying trophic niche spaces of small mammals using stable isotopes (δ15N and δ13C) at two scales across Alaska. Canadian Journal of Zoology, 93(7), 579-588.",,active_below_snow,expert (3),,ground_vegetation,,
Rodentia,Cricetidae,Microtus,pennsylvanicus,Microtus pennsylvanicus,North America,,,Eeva Soininen,,80,36.75,EltonTraits,,hindgut_fermenter,expert (3),assumed as small rodent,solitary,"Reich, L. M. (1981). Microtus pennsylvanicus. Mammalian species, (159), 1-8.",,solitary,"Reich, L. M. (1981). Microtus pennsylvanicus. Mammalian species, (159), 1-8.",,5.16,PanTHERIA,,cyclic,"Reich, L. M. (1981). Microtus pennsylvanicus. Mammalian species, (159), 1-8.",,terrestrial,,,burrowing,expert (1),,no,expert (3),assumed based on general small rodent ecology,none,,,obligatory_generalist,"Lindroth, R. L., & Batzli, G. O. (1984). Food habits of the meadow vole (Microtus pennsylvanicus) in bluegrass and prairie habitats. Journal of Mammalogy, 65(4), 600-606.",,2,"Lindroth, R. L., & Batzli, G. O. (1984). Food habits of the meadow vole (Microtus pennsylvanicus) in bluegrass and prairie habitats. Journal of Mammalogy, 65(4), 600-606.",,2,"Lindroth, R. L., & Batzli, G. O. (1984). Food habits of the meadow vole (Microtus pennsylvanicus) in bluegrass and prairie habitats. Journal of Mammalogy, 65(4), 600-606.",,1,"Lindroth, R. L., & Batzli, G. O. (1984). Food habits of the meadow vole (Microtus pennsylvanicus) in bluegrass and prairie habitats. Journal of Mammalogy, 65(4), 600-606., Bergeron, J. M., & Jodoin, L. (1987). Defining “high quality” food resources of herbivores: the case for meadow voles (Microtus pennsylvanicus). Oecologia, 71(4), 510-517.; Ostfeld, R. S. and Canham, C. D. 1993. Effects of meadow vole population density on tree seedling survival in old fields. Ecology 74: 1792-1801.",,0,"Lindroth, R. L., & Batzli, G. O. (1984). Food habits of the meadow vole (Microtus pennsylvanicus) in bluegrass and prairie habitats. Journal of Mammalogy, 65(4), 600-606., Bergeron, J. M., & Jodoin, L. (1987). Defining “high quality” food resources of herbivores: the case for meadow voles (Microtus pennsylvanicus). Oecologia, 71(4), 510-517.",,0,"Lindroth, R. L., & Batzli, G. O. (1984). Food habits of the meadow vole (Microtus pennsylvanicus) in bluegrass and prairie habitats. Journal of Mammalogy, 65(4), 600-606., Bergeron, J. M., & Jodoin, L. (1987). Defining “high quality” food resources of herbivores: the case for meadow voles (Microtus pennsylvanicus). Oecologia, 71(4), 510-517.",,active_below_snow,"Reich, L. M. (1981). Microtus pennsylvanicus. Mammalian species, (159), 1-8.",assumed based on general small rodent ecology,ground_vegetation,,
Rodentia,Cricetidae,Microtus,sachalinensis,Microtus sachalinensis,Palaearctic,Russia-East,NDIH,Jesus Adrian Chimal,,80,36.33,EltonTraits,,hindgut_fermented,assumed,,solitary,"extrapolated from Microtus middendorffii, due to close phylogeny, ismilarity of size and geographic range",,solitary,"extrapolated from Microtus middendorffii, due to close phylogeny, ismilarity of size and geographic range",,7.89,PanTHERIA,,cyclic,"extrapolated from Microtus middendorffii, due to close phylogeny, ismilarity of size and geographic range",,terrestrial,"extrapolated from Microtus middendorffii, due to close phylogeny, ismilarity of size and geographic range",,burrowing,"extrapolated from Microtus middendorffii, due to close phylogeny, ismilarity of size and geographic range",,no,"extrapolated from Microtus middendorffii, due to close phylogeny, ismilarity of size and geographic range",,,,,facultative_generalist,"extrapolated from Microtus middendorffii, due to close phylogeny, ismilarity of size and geographic range",,2,"extrapolated from Microtus middendorffii, due to close phylogeny, ismilarity of size and geographic range",,3,"extrapolated from Microtus middendorffii, due to close phylogeny, ismilarity of size and geographic range",,2,"extrapolated from Microtus middendorffii, due to close phylogeny, ismilarity of size and geographic range",,0,"extrapolated from Microtus middendorffii, due to close phylogeny, ismilarity of size and geographic range",,0,"extrapolated from Microtus middendorffii, due to close phylogeny, ismilarity of size and geographic range",,active_below_snow,,,ground_vegetation,"extrapolated from Microtus middendorffii, due to close phylogeny, ismilarity of size and geographic range",
Rodentia,Cricetidae,Microtus,subterraneus,Microtus subterraneus,Palaearctic,Russia-West,,Jesus Adrian Chimal,,80,19.50,EltonTraits,,hindgut_fermenter,asssumed,,small_group,Handbook of the mammals of the world,,small_group,Handbook of the mammals of the world,,4.5,Handbook of the mammals of the world,mean from litter size...,noncyclic,https://www.iucnredlist.org/species/13489/115115111#population,,terrestrial,Handbook of the mammals of the world,,burrowing,Handbook of the mammals of the world,,no,Handbook of the mammals of the world,,,,,facultative_generalist,Handbook of the mammals of the world,,3,Handbook of the mammals of the world,,1,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,1,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,active_below_snow,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Cricetidae,Microtus,xanthognathus,Microtus xanthognathus,North America,Western,,Eeva Soininen,,80,125.75,EltonTraits,,hindgut_fermenter,expert (3),assumed as small rodent,solitary,,,solitary,,,8.1,PanTHERIA,,noncyclic,expert (1),"uncertain; Conroy, C. J., & Cook, J. A. (1999). Microtus xanthognathus. Mammalian Species, (627), 1-5.",terrestrial,,,burrowing,expert (1),assumed,no,expert (3),assumed based on general small rodent ecology,none,,,obligatory_generalist,"Conroy, C. J., & Cook, J. A. (1999). Microtus xanthognathus. Mammalian Species, (627), 1-5.",,2,"Conroy, C. J., & Cook, J. A. (1999). Microtus xanthognathus. Mammalian Species, (627), 1-5.",,3,"Conroy, C. J., & Cook, J. A. (1999). Microtus xanthognathus. Mammalian Species, (627), 1-5.",,1,"Conroy, C. J., & Cook, J. A. (1999). Microtus xanthognathus. Mammalian Species, (627), 1-5.",,0,"Conroy, C. J., & Cook, J. A. (1999). Microtus xanthognathus. Mammalian Species, (627), 1-5.",,1,"Conroy, C. J., & Cook, J. A. (1999). Microtus xanthognathus. Mammalian Species, (627), 1-5.",,active_below_snow,,,ground_vegetation,Handbook of the mammals of the world,
Artiodactyla,Moschidae,Moschus,moschiferus,Moschus moschiferus,Palaearctic,Russia-East,,Jesus Adrian Chimal,,100,13000.00,EltonTraits,,ruminant,,,family_group,The Mammals of the World 2011,,family_group,The Mammals of the World 2011,,1.74,PanTHERIA,,noncyclic,IUCN,,terrestrial,The Mammals of the World 2011,,none,The Mammals of the World 2011,,no,The Mammals of the World 2011,"Dens, range of 2-3km^2",none,,,facultative_generalist,The Mammals of the World 2011,,2,The Mammals of the World 2011,,1,The Mammals of the World 2011,,1,The Mammals of the World 2011,,1,The Mammals of the World 2011,,3,The Mammals of the World 2011,,active_above_snow,The Mammals of the World 2011,,ground_vegetation,The Mammals of the World 2011,
Rodentia,Muridae,Mus,musculus,Mus musculus,Biome,,,Jesus Adrian Chimal,,60,16.25,EltonTraits,,hindgut_fermenter,assumed,,family_group,Handbook of the mammals of the world,,family_group,Handbook of the mammals of the world,,7.5,Handbook of the mammals of the world,,noncyclic,assumed,,terrestrial,Handbook of the mammals of the world,,burrowing,Handbook of the mammals of the world,,no,Handbook of the mammals of the world,unless humans are involved...,,,,obligatory_generalist,,They eat almost anything right?,2,http://www.iucngisd.org/gisd/species.php?sc=97,,2,http://www.iucngisd.org/gisd/species.php?sc=97,,2,http://www.iucngisd.org/gisd/species.php?sc=97,,1,http://www.iucngisd.org/gisd/species.php?sc=97,,0,http://www.iucngisd.org/gisd/species.php?sc=97,,active_above_snow,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
