"","ID","DistanceBiomeBoundary","ShrubCover","treeCover","PC1","PC2","Body.Mass","Graminoids_mean","Shrubs_mean","Forbs_mean","Bryophytes_mean","Lichens_mean","Litter.Clutch.size","Graminoid_sum","Forbs_sum","Shrubs_sum","Moss_sum","Lichens_sum","Body.Mass_sd","Graminoids_sd","Shrubs_sd","Forbs_sd","Bryophytes_sd","Lichens_sd","Litter.Clutch.size_sd","PC1_sd","PC2_sd","FDiv","FRic","FEve","FDis","RaoQ","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","NPP","Ecoregion","Realm","SpeciesRichness","PhylogeneticDiversity","PhylogeneticMeanNearestTonDistance","x","y","FDiv.y","FRic.y","FEve.y","FDis.y","RaoQ.y","Elton.Plant_Others","body_mass","gut_type_hindgut_fermenter","gut_type_ruminant","gut_type_undifferentiated","group_size_summer_group_size_summer_family_group","group_size_summer_group_size_summer_large_group","group_size_summer_group_size_summer_small_group","group_size_summer_group_size_summer_solitary","group_size_winter_group_size_winter_family_group","group_size_winter_group_size_winter_large_group","group_size_winter_group_size_winter_small_group","group_size_winter_group_size_winter_solitary","Litter_clutch_size","Population_dynamics_cyclic","Population_dynamics_cyclic_noncyclic","Population_dynamics_noncyclic","Habitat_type_limnic","Habitat_type_terrestrial","Belowground_feeding_Belowground_feeding_burrowing","Belowground_feeding_Belowground_feeding_grubbing","Belowground_feeding_Belowground_feeding_none","Mobility_immobile","Mobility_mobile","Diet_type_facultative_generalist","Diet_type_facultative_specialist","Diet_type_obligatory_generalist","Diet_type_obligatory_specialist","diet_item_forb","diet_item_graminoid","diet_item_shrub","diet_item_moss","diet_item_lichen","wintering_strategy_active_above_snow","wintering_strategy_active_aboveground","wintering_strategy_active_below_snow","wintering_strategy_active_belowground","wintering_strategy_hibernating","wintering_strategy_not_present","Use_of_vegetation_canopy","Use_of_vegetation_ground_vegetation","Use_of_vegetation_understory","DistanceBiomeBoundary_km","TreeShrubCover","Biome"
"5083",5083,-5e+05,5.638334,12.18157,-0.6135937,0.148233,23326.11,2.892857,2.678571,2.857143,1.5,1.25,6.108929,7.218928,7.139252,6.684252,3.791722,3.165845,75114.02,1.030616,1.090483,0.9704633,0.745356,0.7005289,2.608575,2.589474,1.582534,0.7815243,0.2367568,0.9928526,0.311809,0.09946679,-41.72702,99,19,14017.19,227,-280,507,124,-195,14.2,-220,553.727,71,21,36,201.0253,76,200,89,277.0316,787,8,28,0.2900061,0.2094939,3065472,-359133.6,0.7815243,0.2367568,0.9928526,0.311809,0.09946679,71.11111,17504.1,0.5555556,0.07407407,0.3703704,0.03703704,0.2222222,0.2222222,0.5185185,0.07407407,0.4444444,0.07407407,0.4074074,6.252222,0.2222222,0.2222222,0.5555556,0.3703704,0.6296296,0.2222222,0.1851852,0.5925926,0.4814815,0.5185185,0.7037037,0.1111111,0.1851852,0,2.814815,2.888889,2.740741,1.518519,1.259259,0.3333333,0.03703704,0.2592593,0,0,0.3703704,0.03703704,0.8888889,0.07407407,-500,17.8199,"Boreal"
"5084",5084,-6e+05,0.5562574,95.22777,-0.7192366,0.1979347,24186.89,2.888889,2.62963,2.851852,1.518519,1.259259,6.192593,6.968928,6.889252,6.350919,3.708389,3.082512,76404.03,1.050031,1.079464,0.9885383,0.7529619,0.7121253,2.619704,2.576579,1.590255,0.814903,0.2320177,0.992798,0.3111621,0.09904601,-34,100.9809,19.98094,13899.49,232,-272.1355,504.1355,146.1233,-187,14.61233,-213,551.7535,71.7412,20,37,202.6179,73,202.6179,86,407.1751,787,8,27,0.2818236,0.2065092,3165472,-359133.6,0.814903,0.2320177,0.992798,0.3111621,0.09904601,70.76923,18174.07,0.5384615,0.07692308,0.3846154,0.03846154,0.2307692,0.2307692,0.5,0.07692308,0.4615385,0.07692308,0.3846154,6.344615,0.1923077,0.2307692,0.5769231,0.3846154,0.6153846,0.1923077,0.1923077,0.6153846,0.4615385,0.5384615,0.7307692,0.1153846,0.1538462,0,2.807692,2.884615,2.692308,1.538462,1.269231,0.3461538,0.03846154,0.2307692,0,0,0.3846154,0.03846154,0.8846154,0.07692308,-600,95.78403,"Boreal"
"5085",5085,-7e+05,1.98231,78.39875,-0.847808,0.1947149,23441.02,2.928571,2.607143,2.821429,1.5,1.25,6.15,7.368928,7.089252,6.550919,3.808389,3.182512,75079.6,1.05158,1.065947,0.9833266,0.745356,0.7005289,2.580594,2.618347,1.560621,0.8187863,0.2320177,0.9926811,0.310713,0.09866815,-26.00213,102,20,13754.68,236.9976,-263.0021,499.9997,151.9954,-178,15.19954,-204.0021,537.8799,70,19,37.99787,200,69.00213,200,82.87324,525.8554,787,8,28,0.282093,0.1993702,3265472,-359133.6,0.8187863,0.2320177,0.9926811,0.310713,0.09866815,71.11111,17623.26,0.5185185,0.07407407,0.4074074,0.03703704,0.2592593,0.2222222,0.4814815,0.07407407,0.4814815,0.07407407,0.3703704,6.294815,0.1851852,0.2222222,0.5925926,0.4074074,0.5925926,0.1851852,0.2222222,0.5925926,0.4444444,0.5555556,0.7407407,0.1111111,0.1481481,0,2.777778,2.925926,2.666667,1.518519,1.259259,0.3333333,0.03703704,0.2222222,0,0,0.4074074,0.03703704,0.8888889,0.07407407,-700,80.38106,"Boreal"
"5086",5086,-8e+05,5.536998,53.43771,-0.7577754,0.09466757,22632.92,2.965517,2.586207,2.827586,1.482759,1.241379,6.127586,7.732565,7.36198,6.732737,3.899298,3.273421,73855.03,1.051623,1.052794,0.9661768,0.7377906,0.6894704,2.536966,2.616479,1.624447,0.8188419,0.2320177,0.9931542,0.3119711,0.09930974,-20,103,20,13531.68,238.3147,-254.8132,493.128,153.128,-170.8132,15.3128,-196.8132,527.6853,69,18,39,198,66,198,79,494.5477,787,8,29,0.2903181,0.1978294,3365472,-359133.6,0.8188419,0.2320177,0.9931542,0.3119711,0.09930974,69.64286,16994.08,0.5357143,0.07142857,0.3928571,0.03571429,0.25,0.2142857,0.5,0.07142857,0.4642857,0.1071429,0.3571429,6.266429,0.2142857,0.2142857,0.5714286,0.3928571,0.6071429,0.2142857,0.2142857,0.5714286,0.4642857,0.5357143,0.7142857,0.1071429,0.1785714,0,2.785714,2.964286,2.642857,1.5,1.25,0.3571429,0.03571429,0.2142857,0,0,0.3928571,0.03571429,0.8928571,0.07142857,-800,58.9747,"Boreal"
"5087",5087,-9e+05,5.194925,62.02066,-0.6542021,-0.2518963,19012.15,3,2.5,2.8,1.433333,1.133333,6.24,8.271201,7.684707,6.839555,3.981874,3.222663,71760.46,1.050451,1.074789,0.9613209,0.727932,0.4341725,2.313436,2.625038,1.483798,0.8000198,0.2433996,0.9932757,0.3114732,0.09894782,-10,103,21,13395.62,245,-241.4973,486.4973,160.5691,-159.4973,16.05691,-185.4973,505.5027,66,17,39,191,62,191,75,476.6277,787,8,30,0.2968517,0.2113392,3465472,-359133.6,0.8000198,0.2433996,0.9932757,0.3114732,0.09894782,66.89655,13442.9,0.5862069,0.03448276,0.3793103,0.03448276,0.2068966,0.2068966,0.5517241,0.06896552,0.4137931,0.1034483,0.4137931,6.377931,0.2758621,0.2068966,0.5172414,0.3793103,0.6206897,0.2758621,0.2068966,0.5172414,0.5172414,0.4827586,0.6551724,0.1034483,0.2413793,0,2.758621,3,2.551724,1.448276,1.137931,0.3103448,0.03448276,0.2758621,0,0,0.3793103,0.03448276,0.8965517,0.06896552,-900,67.21558,"Boreal"
"5088",5088,NA,10.71547,61.3336,-0.6161657,-0.1501387,19750.89,2.935484,2.483871,2.741935,1.451613,1.193548,6.296774,8.539058,7.79185,7.018126,4.169374,3.481592,70709.66,1.030711,1.121635,0.9989242,0.7676245,0.5427925,2.464449,2.620451,1.729079,0.8014335,0.2433996,0.9923795,0.3161469,0.1022242,-1.120904,100.6627,21,13208.01,248,-227.6627,475.6627,166,-149,16.6,-174.6627,494.6627,65,17,38.66271,187,62,187,74,425.4406,NA,NA,31,0.303757,0.1959566,3565472,-359133.6,0.8014335,0.2433996,0.9923795,0.3161469,0.1022242,67.33333,14391.91,0.5666667,0.06666667,0.3666667,0.03333333,0.1666667,0.2333333,0.5666667,0.1,0.4,0.1,0.4,6.432,0.2666667,0.2,0.5333333,0.3666667,0.6333333,0.2666667,0.2,0.5333333,0.5,0.5,0.6333333,0.1333333,0.2333333,0,2.7,2.933333,2.533333,1.466667,1.2,0.3,0.06666667,0.2666667,0,0,0.3666667,0.03333333,0.9,0.06666667,NA,72.04906,NA
"5089",5089,NA,1.884653,65.40173,-0.6161657,-0.1501387,19750.89,2.935484,2.483871,2.741935,1.451613,1.193548,6.296774,8.539058,7.79185,7.018126,4.169374,3.481592,70709.66,1.030711,1.121635,0.9989242,0.7676245,0.5427925,2.464449,2.620451,1.729079,0.8014335,0.2433996,0.9923795,0.3161469,0.1022242,3.283074,98.82081,21,13035.47,247.2831,-217.8,465.0831,168.2831,-79.89611,16.82831,-166.9792,514.2,70,19,39,199,67,199,82,453.4614,NA,NA,31,0.303757,0.1959566,3665472,-359133.6,0.8014335,0.2433996,0.9923795,0.3161469,0.1022242,67.33333,14391.91,0.5666667,0.06666667,0.3666667,0.03333333,0.1666667,0.2333333,0.5666667,0.1,0.4,0.1,0.4,6.432,0.2666667,0.2,0.5333333,0.3666667,0.6333333,0.2666667,0.2,0.5333333,0.5,0.5,0.6333333,0.1333333,0.2333333,0,2.7,2.933333,2.533333,1.466667,1.2,0.3,0.06666667,0.2666667,0,0,0.3666667,0.03333333,0.9,0.06666667,NA,67.28639,NA
"5090",5090,NA,2.555126,28.44928,-0.6331481,-0.8829709,330.354,2.6,1.8,1.8,1.4,1.2,6.4,1.409271,1.016775,1.064755,0.8032107,0.7059885,317.5267,1.516575,0.83666,0.83666,0.8944272,0.4472136,3.361547,3.216984,1.521302,0.8879746,0.08606289,0.9733696,0.3026333,0.09310366,8.39897,102,22,12892.99,249.8815,-213.1185,463,170.8815,-136.601,17.08815,-160.601,516.3277,70,21,37.13668,200,71,200,82.46435,359.6086,NA,NA,5,0.109489,0.3630809,3765472,-359133.6,0.8879746,0.08606289,0.9733696,0.3026333,0.09310366,28,330.354,0.6,0,0.4,0,0,0.4,0.6,0,0.4,0.4,0.2,6.4,0.2,0,0.8,0.4,0.6,0.2,0.2,0.6,0.6,0.4,0.8,0,0.2,0,1.8,2.6,1.8,1.4,1.2,0.4,0.2,0,0,0,0.4,0.2,0.6,0.2,NA,31.0044,NA
"5106",5106,NA,3.099502,83.24432,-0.1862976,0.09636638,17576.51,2.653846,2.576923,2.807692,1.269231,1.346154,5.665,6.425117,6.811733,6.334305,3.06859,3.360256,70158.13,1.129329,1.02657,0.7493587,0.4523443,0.6894814,3.160693,2.401738,1.511736,0.8042891,0.2342269,0.992904,0.3021606,0.09547875,20.67639,108.6618,26,10391.39,220.3382,-192.0007,412.3389,103.1496,-59.18863,14.59617,-120.8504,1004.37,107.0383,60.13498,18.52682,302.7001,182.6082,271.5499,237.4732,636.162,NA,NA,26,0.317326,0.2715879,-4634528,-459133.6,0.8042891,0.2342269,0.992904,0.3021606,0.09547875,66.53846,17576.51,0.6538462,0.07692308,0.2692308,0.07692308,0.1153846,0.3076923,0.5,0.1538462,0.2692308,0.1153846,0.4615385,5.665,0.1923077,0.1153846,0.6923077,0.3461538,0.6538462,0.3846154,0.1153846,0.5,0.6538462,0.3461538,0.6538462,0.1538462,0.1923077,0,2.807692,2.653846,2.576923,1.269231,1.346154,0.3461538,0,0.2692308,0,0.07692308,0.3076923,0.07692308,0.8461538,0.07692308,NA,86.34383,NA
"5107",5107,-1236932,2.364079,80.64861,-0.1862976,0.09636638,17576.51,2.653846,2.576923,2.807692,1.269231,1.346154,5.665,6.425117,6.811733,6.334305,3.06859,3.360256,70158.13,1.129329,1.02657,0.7493587,0.4523443,0.6894814,3.160693,2.401738,1.511736,0.8042891,0.2342269,0.992904,0.3021606,0.09547875,13.4749,125.5522,27,11280.57,233.1705,-228.1936,461.3641,138.0271,-68.3817,15.00271,-141.1936,838.0047,101.8566,44.85661,22,264.2773,147.5698,241.8685,175.2,645.2858,135,5,26,0.317326,0.2715879,-4534528,-459133.6,0.8042891,0.2342269,0.992904,0.3021606,0.09547875,66.53846,17576.51,0.6538462,0.07692308,0.2692308,0.07692308,0.1153846,0.3076923,0.5,0.1538462,0.2692308,0.1153846,0.4615385,5.665,0.1923077,0.1153846,0.6923077,0.3461538,0.6538462,0.3846154,0.1153846,0.5,0.6538462,0.3461538,0.6538462,0.1538462,0.1923077,0,2.807692,2.653846,2.576923,1.269231,1.346154,0.3461538,0,0.2692308,0,0.07692308,0.3076923,0.07692308,0.8461538,0.07692308,-1236.932,83.01269,"Boreal"
"5108",5108,-1140175,9.513813,70.80549,-0.1862976,0.09636638,17576.51,2.653846,2.576923,2.807692,1.269231,1.346154,5.665,6.425117,6.811733,6.334305,3.06859,3.360256,70158.13,1.129329,1.02657,0.7493587,0.4523443,0.6894814,3.160693,2.401738,1.511736,0.8042891,0.2342269,0.992904,0.3021606,0.09547875,3,132,26.63317,11988.11,237.3668,-251,488.3668,133.6805,-83.31368,14.73668,-162.3137,772.4954,89,41,22,245,138.4954,235,155,567.0607,135,5,26,0.317326,0.2715879,-4434528,-459133.6,0.8042891,0.2342269,0.992904,0.3021606,0.09547875,66.53846,17576.51,0.6538462,0.07692308,0.2692308,0.07692308,0.1153846,0.3076923,0.5,0.1538462,0.2692308,0.1153846,0.4615385,5.665,0.1923077,0.1153846,0.6923077,0.3461538,0.6538462,0.3846154,0.1153846,0.5,0.6538462,0.3461538,0.6538462,0.1538462,0.1923077,0,2.807692,2.653846,2.576923,1.269231,1.346154,0.3461538,0,0.2692308,0,0.07692308,0.3076923,0.07692308,0.8461538,0.07692308,-1140.175,80.3193,"Boreal"
"5109",5109,-1044031,6.524025,85.6696,-0.2862198,0.09458902,16364.78,2.642857,2.607143,2.75,1.285714,1.321429,6.010357,6.940268,7.215773,6.920163,3.361519,3.562277,67656.14,1.095928,1.030616,0.7515416,0.4600437,0.6696362,3.320332,2.400846,1.482585,0.8082325,0.2342269,0.992999,0.3024957,0.09482913,2,128,25,12461.81,240,-257.2208,497.2208,139,-89.22075,15.12208,-169.4672,764.0939,87.22075,40.86227,22.60495,245.2208,136.2573,243.2208,150.8623,520.0559,685,5,28,0.3244876,0.2604238,-4334528,-459133.6,0.8082325,0.2342269,0.992999,0.3024957,0.09482913,66.78571,16364.78,0.6428571,0.07142857,0.2857143,0.07142857,0.1071429,0.3214286,0.5,0.1428571,0.3214286,0.1071429,0.4285714,6.010357,0.1785714,0.1428571,0.6785714,0.3571429,0.6428571,0.3571429,0.1071429,0.5357143,0.6071429,0.3928571,0.6785714,0.1428571,0.1785714,0,2.75,2.642857,2.607143,1.285714,1.321429,0.3571429,0,0.25,0,0.07142857,0.3214286,0.07142857,0.8571429,0.07142857,-1044.031,92.19363,"Boreal"
"5110",5110,-948683.3,24.04888,17.14123,-0.2024671,0.1842725,17687.92,2.730769,2.730769,2.807692,1.269231,1.269231,5.671923,6.53648,6.716278,6.620668,3.025408,3.101166,70131.31,1.115623,0.9615692,0.7493587,0.4523443,0.6667949,3.117009,2.372113,1.523824,0.8083836,0.221816,0.9583529,0.2978125,0.09257636,-4,121.8567,24,12761.77,234.8567,-265.9859,500.8425,150,-99.14334,15,-178.9859,720.7133,92,35,29.14334,250,117,250,128.8567,348.6755,685,5,26,0.3094362,0.2660619,-4234528,-459133.6,0.8083836,0.221816,0.9583529,0.2978125,0.09257636,70,17687.92,0.6538462,0.07692308,0.2692308,0.07692308,0.1538462,0.2307692,0.5384615,0.1538462,0.3076923,0.07692308,0.4615385,5.671923,0.1923077,0.1923077,0.6153846,0.3461538,0.6538462,0.3461538,0.1153846,0.5384615,0.6153846,0.3846154,0.6538462,0.1538462,0.1923077,0,2.807692,2.730769,2.730769,1.269231,1.269231,0.3846154,0,0.2692308,0,0.03846154,0.3076923,0.03846154,0.8846154,0.07692308,-948.6833,41.1901,"Boreal"
"5111",5111,-854400.4,27.30989,25.27232,-0.2379674,0.4047363,20995.42,2.769231,2.730769,2.807692,1.269231,1.384615,5.572692,6.554662,6.643551,6.547941,2.976923,3.276923,71284.02,1.106623,0.9615692,0.7493587,0.4523443,0.8521466,3.225451,2.348861,1.757872,0.8252669,0.2483941,0.9583528,0.3021404,0.09435581,-12.35803,117,23,12971.97,226.1481,-275.8519,502,144.1481,-147.4418,14.41481,-189.2099,654.1991,92,29,37.49383,247,95.56843,247,104.5684,383.9606,685,5,26,0.3084843,0.2674598,-4134528,-459133.6,0.8252669,0.2483941,0.9583528,0.3021404,0.09435581,70.76923,20995.42,0.6153846,0.1153846,0.2692308,0.07692308,0.1923077,0.2307692,0.5,0.1538462,0.3461538,0.07692308,0.4230769,5.572692,0.1923077,0.1923077,0.6153846,0.3461538,0.6538462,0.3076923,0.1153846,0.5769231,0.5769231,0.4230769,0.6923077,0.1538462,0.1538462,0,2.807692,2.769231,2.730769,1.269231,1.384615,0.4230769,0,0.2307692,0,0.03846154,0.3076923,0.03846154,0.8846154,0.07692308,-854.4004,52.5822,"Boreal"
"5112",5112,-761577.3,26.9361,11.4181,-0.3598556,0.3899344,19635.42,2.8,2.76,2.76,1.28,1.36,5.9128,6.369814,6.275369,6.361577,2.892075,3.101166,72392.63,1.118034,1.011599,0.7788881,0.4582576,0.8602325,3.238896,2.342847,1.606102,0.8520717,0.2438398,0.9565421,0.2987046,0.09180265,-21,113,22,13027.4,215.5142,-284.4858,500,135.5142,-186.1632,13.55142,-198.5142,596.2161,90,24,44,238,77.86515,238,86.51416,288.053,685,5,25,0.2843671,0.2438788,-4034528,-459133.6,0.8520717,0.2438398,0.9565421,0.2987046,0.09180265,71.6,19635.42,0.64,0.08,0.28,0.04,0.2,0.24,0.52,0.12,0.4,0.08,0.4,5.9128,0.16,0.2,0.64,0.36,0.64,0.28,0.12,0.6,0.52,0.48,0.72,0.16,0.12,0,2.76,2.8,2.76,1.28,1.36,0.44,0,0.24,0,0,0.32,0.04,0.88,0.08,-761.5773,38.3542,"Boreal"
"5113",5113,-670820.4,32.07571,15.08616,-0.5515163,0.3631163,19672.55,2.84,2.72,2.76,1.24,1.36,5.9328,6.48345,6.298096,6.293395,2.816317,3.108741,72382.38,1.143095,1.021437,0.7788881,0.4358899,0.8602325,3.250628,2.459172,1.623792,0.8606793,0.2521263,0.9565422,0.29998,0.09213273,-31.27807,108,21,13058.1,202.7219,-292.0469,494.7689,118,-198.0469,12.57219,-208.0469,556.7347,85.98862,20,47,227.9886,66,226.9886,75,362.6311,685,5,25,0.2722017,0.2264505,-3934528,-459133.6,0.8606793,0.2521263,0.9565422,0.29998,0.09213273,71.2,19672.55,0.6,0.08,0.32,0,0.2,0.28,0.52,0.08,0.44,0.08,0.4,5.9328,0.16,0.2,0.64,0.4,0.6,0.24,0.16,0.6,0.48,0.52,0.76,0.16,0.08,0,2.76,2.84,2.72,1.24,1.36,0.4,0,0.24,0,0,0.36,0.04,0.88,0.08,-670.8204,47.16187,"Boreal"
"5114",5114,-583095.2,10.84698,5.635682,-1.003094,0.2205807,5300.364,3,2.592593,2.814815,1.37037,1.333333,6.08963,7.275991,6.822805,6.383605,3.256177,3.261422,16701.59,1.143544,1.009922,0.7862783,0.6292944,0.8320503,3.112036,2.554608,1.454712,0.8882035,0.2230361,0.9600188,0.296258,0.0893182,-38,104,21,13032.69,192.8016,-296,488.8016,112,-206.5368,11.78016,-213.8288,509.1249,79,17,50,214,56,209.4632,66,225.5344,685,5,27,0.2744433,0.2283268,-3834528,-459133.6,0.8882035,0.2230361,0.9600188,0.296258,0.0893182,71.85185,5300.364,0.5555556,0.03703704,0.4074074,0,0.2592593,0.2962963,0.4444444,0.07407407,0.5185185,0.07407407,0.3333333,6.08963,0.1481481,0.1481481,0.7037037,0.4814815,0.5185185,0.2222222,0.2222222,0.5555556,0.4444444,0.5555556,0.8148148,0.1111111,0.07407407,0,2.814815,3,2.592593,1.37037,1.333333,0.3333333,0,0.2222222,0,0,0.4444444,0.03703704,0.9259259,0.03703704,-583.0952,16.48267,"Boreal"
"5115",5115,NA,NA,NA,-0.9821721,0.3026507,5688.779,3.04,2.6,2.84,1.4,1.36,5.7568,6.76488,6.300583,5.839161,3.045066,3.050311,17322.42,1.098484,0.9574271,0.8,0.6454972,0.8602325,2.981136,2.494668,1.471476,0.8882026,0.2189117,0.9565422,0.2954638,0.08895571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0.2674563,0.2360412,-3734528,-459133.6,0.8882026,0.2189117,0.9565422,0.2954638,0.08895571,72.4,5688.779,0.56,0.04,0.4,0,0.28,0.28,0.44,0.08,0.52,0.08,0.32,5.7568,0.12,0.16,0.72,0.48,0.52,0.24,0.2,0.56,0.44,0.56,0.8,0.12,0.08,0,2.84,3.04,2.6,1.4,1.36,0.32,0,0.24,0,0,0.44,0.04,0.92,0.04,NA,NA,NA
"5124",5124,721110.2,0.08426292,0,-0.6745003,0.4500222,1447.675,2.875,2.875,3,2.5,1.25,5.61125,1.819814,1.906876,1.870513,1.595571,0.8072261,2142.334,0.9910312,1.125992,0.9258201,1.069045,0.46291,2.355586,2.667867,1.047869,0.8772036,0.1572352,0.9841608,0.2876634,0.08415738,-104.2909,81,18,12461.43,119.8545,-317.8264,437.681,49.85454,-262.0773,5.185454,-262.0773,263.9036,44.14546,9.145456,51.71826,115.1082,29.14546,101.04,29.14546,28.67215,438,5,8,0.1336107,0.2518663,-2834528,-459133.6,0.8772036,0.1572352,0.9841608,0.2876634,0.08415738,90,1447.675,0.625,0,0.375,0,0.375,0,0.625,0,0.625,0,0.375,5.61125,0.25,0.25,0.5,0.375,0.625,0.25,0.25,0.5,0.375,0.625,0.75,0.125,0.125,0,3,2.875,2.875,2.5,1.25,0.25,0,0.375,0,0,0.375,0,1,0,721.1102,0.08426292,"Tundra"
"5125",5125,NA,NA,NA,-0.6745003,0.4500222,1447.675,2.875,2.875,3,2.5,1.25,5.61125,1.819814,1.906876,1.870513,1.595571,0.8072261,2142.334,0.9910312,1.125992,0.9258201,1.069045,0.46291,2.355586,2.667867,1.047869,0.8772036,0.1572352,0.9841608,0.2876634,0.08415738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.1336107,0.2518663,-2734528,-459133.6,0.8772036,0.1572352,0.9841608,0.2876634,0.08415738,90,1447.675,0.625,0,0.375,0,0.375,0,0.625,0,0.625,0,0.375,5.61125,0.25,0.25,0.5,0.375,0.625,0.25,0.25,0.5,0.375,0.625,0.75,0.125,0.125,0,3,2.875,2.875,2.5,1.25,0.25,0,0.375,0,0,0.375,0,1,0,NA,NA,NA
"5131",5131,1204160,0.8352965,0,1.11568,0.9581996,14567.08,2.666667,3.333333,2.666667,2.166667,1.833333,5.506667,1.253147,1.256876,1.620513,1.028904,0.8405594,35012.23,0.8164966,0.8164966,0.8164966,0.9831921,1.169045,3.285353,0.8526843,2.212725,0.743158,0.06954232,0.9889443,0.2429846,0.06224554,-139.6705,66.24186,15,13271.1,90.19819,-346.6705,436.8687,29.06133,-297.6705,3.393006,-297.6705,181.8954,36.49001,3.868731,69.95074,95.42309,16.46933,79.69122,16.46933,21.68835,438,5,6,0.1352174,0.3829727,-2134528,-459133.6,0.743158,0.06954232,0.9889443,0.2429846,0.06224554,88.33333,14567.08,0.8333333,0.1666667,0,0,0.1666667,0,0.8333333,0,0.5,0,0.5,5.506667,0.3333333,0.3333333,0.3333333,0,1,0.3333333,0,0.6666667,0.5,0.5,0.6666667,0.1666667,0.1666667,0,2.666667,2.666667,3.333333,2.166667,1.833333,0.5,0,0.5,0,0,0,0,1,0,1204.159,0.8352965,"Tundra"
"5132",5132,1280625,0.0954049,0,0.3605264,0.8863846,12862.67,2.857143,3.142857,2.714286,2.142857,1.714286,5.291429,1.58648,1.506876,1.787179,1.195571,0.9238928,32278.2,0.8997354,0.8997354,0.7559289,0.8997354,1.112697,3.05269,2.144223,2.028849,0.7829077,0.1638122,0.9884153,0.2678387,0.07519281,-161.9429,62.88804,13.41619,13655.52,72.29899,-372.1172,444.4162,9.933859,-322.9429,1.78828,-322.9429,235.1315,39.35385,7.702455,57.23205,110.3524,25.76335,92.9429,25.76335,NA,304,5,7,0.1465174,0.4003446,-2034528,-459133.6,0.7829077,0.1638122,0.9884153,0.2678387,0.07519281,88.57143,12862.67,0.7142857,0.1428571,0.1428571,0,0.2857143,0,0.7142857,0,0.5714286,0,0.4285714,5.291429,0.2857143,0.2857143,0.4285714,0.1428571,0.8571429,0.2857143,0.1428571,0.5714286,0.4285714,0.5714286,0.7142857,0.1428571,0.1428571,0,2.714286,2.857143,3.142857,2.142857,1.714286,0.4285714,0,0.4285714,0,0,0.1428571,0,1,0,1280.625,0.0954049,"Tundra"
"5133",5133,1360147,0.05453138,0,1.11568,0.9581996,14567.08,2.666667,3.333333,2.666667,2.166667,1.833333,5.506667,1.253147,1.256876,1.620513,1.028904,0.8405594,35012.23,0.8164966,0.8164966,0.8164966,0.9831921,1.169045,3.285353,0.8526843,2.212725,0.743158,0.06954232,0.9889443,0.2429846,0.06224554,-179.8773,59.62725,13,13847.71,56.12265,-389.8773,446,-6.877346,-342.8773,0.3522584,-342.8773,284.3368,42.33198,11.37275,48.73598,121.8773,35.14544,104.4366,35.14544,NA,200,5,6,0.1352174,0.3829727,-1934528,-459133.6,0.743158,0.06954232,0.9889443,0.2429846,0.06224554,88.33333,14567.08,0.8333333,0.1666667,0,0,0.1666667,0,0.8333333,0,0.5,0,0.5,5.506667,0.3333333,0.3333333,0.3333333,0,1,0.3333333,0,0.6666667,0.5,0.5,0.6666667,0.1666667,0.1666667,0,2.666667,2.666667,3.333333,2.166667,1.833333,0.5,0,0.5,0,0,0,0,1,0,1360.147,0.05453138,"Tundra"
"5134",5134,NA,NA,NA,0.8105993,2.320744,28903.81,2.333333,3.333333,2.666667,1.666667,2.333333,4.466667,0.5636364,0.6545455,0.8363636,0.4060606,0.5393939,49476.57,0.5773503,0.5773503,0.5773503,0.5773503,1.527525,4.105281,0.6359175,2.179876,0.717539,0.01585641,0.9951629,0.2223897,0.04950417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.0946675,0.9017677,-1834528,-459133.6,0.717539,0.01585641,0.9951629,0.2223897,0.04950417,90,28903.81,0.6666667,0.3333333,0,0,0.3333333,0,0.6666667,0,0.6666667,0,0.3333333,4.466667,0,0.3333333,0.6666667,0,1,0,0,1,0.3333333,0.6666667,0.6666667,0.3333333,0,0,2.666667,2.333333,3.333333,1.666667,2.333333,0.6666667,0,0.3333333,0,0,0,0,1,0,NA,NA,NA
